pedido_id,data_pedido,cliente_id,regiao,canal,categoria,produto,quantidade,preco_unitario,desconto_pct,custo_unitario,receita_bruta,receita_liquida,custo_total,lucro,margem_pct,mes
PED-00088,2025-02-13,CLI-0124,Sudeste,Marketplace,Escritorio,Mochila,1,219.9,0.1,102.0,219.9,197.91,102.0,95.91,48.46142185842049,2025-02
PED-00338,2025-02-13,CLI-0060,Sul,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-02
PED-00442,2025-02-13,CLI-0343,Centro-Oeste,Marketplace,Eletronicos,Fone Bluetooth,3,149.9,0.05,72.0,449.70000000000005,427.21500000000003,216.0,211.21500000000003,49.439977528878906,2025-02
PED-00573,2025-02-13,CLI-0111,Sudeste,Loja fisica,Eletronicos,Teclado,2,189.9,0.1,91.0,379.8,341.82,182.0,159.82,46.75560236381721,2025-02
PED-00901,2025-02-13,CLI-0467,Sudeste,Loja fisica,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-02
PED-01024,2025-02-13,CLI-0099,Sul,Marketplace,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-02
PED-01087,2025-02-13,CLI-0152,Sudeste,Site,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-02
PED-01383,2025-02-13,CLI-0182,Sudeste,Site,Esporte,Tapete Yoga,1,109.9,0.1,44.0,109.9,98.91000000000001,44.0,54.91000000000001,55.515114750783546,2025-02
PED-01462,2025-02-13,CLI-0031,Nordeste,Marketplace,Escritorio,Mochila,1,219.9,0.1,102.0,219.9,197.91,102.0,95.91,48.46142185842049,2025-02
PED-00546,2025-02-14,CLI-0145,Sudeste,Site,Eletronicos,Webcam HD,3,229.9,0.0,118.0,689.7,689.7,354.0,335.70000000000005,48.67333623314485,2025-02
PED-00743,2025-02-14,CLI-0219,Centro-Oeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-02
PED-00987,2025-02-14,CLI-0342,Sudeste,Site,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-02
PED-01175,2025-02-14,CLI-0058,Norte,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-02
PED-01198,2025-02-14,CLI-0288,Nordeste,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-02
PED-00264,2025-02-15,CLI-0334,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-02
PED-00492,2025-02-15,CLI-0465,Nordeste,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-02
PED-00687,2025-02-15,CLI-0096,Nordeste,Loja fisica,Eletronicos,Webcam HD,2,229.9,0.05,118.0,459.8,436.81,236.0,200.81,45.97193287699458,2025-02
PED-00961,2025-02-15,CLI-0011,Sul,Site,Casa,Cafeteira,5,249.9,0.1,130.0,1249.5,1124.55,650.0,474.54999999999995,42.19910186296741,2025-02
PED-01152,2025-02-15,CLI-0056,Sudeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-02
PED-00108,2025-02-16,CLI-0241,Centro-Oeste,Site,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-02
PED-00241,2025-02-16,CLI-0202,Sudeste,Loja fisica,Esporte,Tapete Yoga,3,109.9,0.0,44.0,329.70000000000005,329.70000000000005,132.0,197.70000000000005,59.96360327570519,2025-02
PED-00405,2025-02-16,CLI-0365,Nordeste,Site,Eletronicos,Fone Bluetooth,3,149.9,0.0,72.0,449.70000000000005,449.70000000000005,216.0,233.70000000000005,51.967978652434965,2025-02
PED-00421,2025-02-16,CLI-0029,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-02
PED-00440,2025-02-16,CLI-0329,Sudeste,Site,Esporte,Tapete Yoga,2,109.9,0.05,44.0,219.8,208.81,88.0,120.81,57.8564245007423,2025-02
PED-00588,2025-02-16,CLI-0422,Nordeste,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.05,72.0,149.9,142.405,72.0,70.405,49.439977528878906,2025-02
PED-00636,2025-02-16,CLI-0078,Norte,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-02
PED-01046,2025-02-16,CLI-0418,Sudeste,Site,Escritorio,Mochila,4,219.9,0.0,102.0,879.6,879.6,408.0,471.6,53.61527967257844,2025-02
PED-01108,2025-02-16,CLI-0148,Sudeste,Loja fisica,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-02
PED-01121,2025-02-16,CLI-0009,Centro-Oeste,Loja fisica,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-02
PED-01005,2025-02-17,CLI-0262,Sudeste,Marketplace,Casa,Organizador,5,59.9,0.0,22.0,299.5,299.5,110.0,189.5,63.272120200333895,2025-02
PED-01341,2025-02-17,CLI-0048,Norte,Site,Escritorio,Mochila,1,219.9,0.0,102.0,219.9,219.9,102.0,117.9,53.61527967257844,2025-02
PED-01353,2025-02-17,CLI-0179,Sudeste,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-02
PED-00312,2025-02-18,CLI-0459,Sudeste,Site,Esporte,Kit Faixas,3,69.9,0.05,25.0,209.70000000000002,199.215,75.0,124.215,62.352232512612005,2025-02
PED-00400,2025-02-18,CLI-0259,Nordeste,Loja fisica,Escritorio,Suporte Notebook,5,119.9,0.0,48.0,599.5,599.5,240.0,359.5,59.966638865721436,2025-02
PED-00503,2025-02-18,CLI-0222,Sudeste,Site,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-02
PED-00867,2025-02-18,CLI-0307,Sudeste,Marketplace,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-02
PED-00956,2025-02-18,CLI-0455,Nordeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-02
PED-00963,2025-02-19,CLI-0427,Centro-Oeste,Site,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-02
PED-01122,2025-02-19,CLI-0409,Sul,Marketplace,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-02
PED-00099,2025-02-20,CLI-0391,Nordeste,Site,Esporte,Tapete Yoga,2,109.9,0.0,44.0,219.8,219.8,88.0,131.8,59.96360327570519,2025-02
PED-00201,2025-02-20,CLI-0430,Sudeste,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-02
PED-01028,2025-02-20,CLI-0278,Nordeste,Site,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-02
PED-01030,2025-02-20,CLI-0164,Nordeste,Loja fisica,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-02
PED-01331,2025-02-20,CLI-0045,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-02
PED-00436,2025-02-21,CLI-0170,Nordeste,Site,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-02
PED-00930,2025-02-21,CLI-0423,Nordeste,Site,Escritorio,Mochila,1,219.9,0.1,102.0,219.9,197.91,102.0,95.91,48.46142185842049,2025-02
PED-00047,2025-02-22,CLI-0182,Sudeste,Loja fisica,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-02
PED-00209,2025-02-23,CLI-0396,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-02
PED-00623,2025-02-23,CLI-0135,Sudeste,Site,Eletronicos,Webcam HD,2,229.9,0.15,118.0,459.8,390.83,236.0,154.82999999999998,39.61568968605276,2025-02
PED-01071,2025-02-23,CLI-0233,Sul,Loja fisica,Escritorio,Mochila,1,219.9,0.0,102.0,219.9,219.9,102.0,117.9,53.61527967257844,2025-02
PED-01101,2025-02-23,CLI-0346,Sudeste,Site,Esporte,Kit Faixas,4,69.9,0.0,25.0,279.6,279.6,100.0,179.60000000000002,64.2346208869814,2025-02
PED-01276,2025-02-23,CLI-0139,Sul,Marketplace,Escritorio,Mochila,3,219.9,0.0,102.0,659.7,659.7,306.0,353.70000000000005,53.61527967257845,2025-02
PED-01370,2025-02-23,CLI-0166,Sul,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-02
PED-00083,2025-02-24,CLI-0222,Sul,Marketplace,Escritorio,Cadeira,3,899.9,0.1,510.0,2699.7,2429.73,1530.0,899.73,37.03004037485647,2025-02
PED-00266,2025-02-24,CLI-0476,Sul,Site,Escritorio,Cadeira,1,899.9,0.05,510.0,899.9,854.905,510.0,344.905,40.34424877617981,2025-02
PED-00583,2025-02-24,CLI-0080,Centro-Oeste,Marketplace,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-02
PED-00654,2025-02-24,CLI-0249,Nordeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-02
PED-00660,2025-02-24,CLI-0393,Sudeste,Site,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-02
PED-00881,2025-02-24,CLI-0093,Sul,Loja fisica,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-02
PED-00957,2025-02-24,CLI-0429,Nordeste,Site,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-02
PED-01178,2025-02-24,CLI-0203,Norte,Loja fisica,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-02
PED-01246,2025-02-24,CLI-0067,Sudeste,Marketplace,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-02
PED-00875,2025-02-25,CLI-0017,Sudeste,Marketplace,Eletronicos,Webcam HD,3,229.9,0.0,118.0,689.7,689.7,354.0,335.70000000000005,48.67333623314485,2025-02
PED-00968,2025-02-25,CLI-0262,Centro-Oeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-02
PED-01466,2025-02-25,CLI-0284,Centro-Oeste,Marketplace,Esporte,Kit Faixas,4,69.9,0.05,25.0,279.6,265.62,100.0,165.62,62.352232512612005,2025-02
PED-01267,2025-02-26,CLI-0424,Norte,Loja fisica,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-02
PED-01386,2025-02-26,CLI-0113,Nordeste,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-02
PED-01445,2025-02-26,CLI-0299,Sudeste,Loja fisica,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-02
PED-00773,2025-02-27,CLI-0310,Nordeste,Marketplace,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-02
PED-00923,2025-02-27,CLI-0163,Sudeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.05,118.0,459.8,436.81,236.0,200.81,45.97193287699458,2025-02
PED-01273,2025-02-27,CLI-0252,Nordeste,Site,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-02
PED-00114,2025-02-28,CLI-0237,Sul,Marketplace,Esporte,Garrafa Termica,1,79.9,0.1,29.0,79.9,71.91000000000001,29.0,42.91000000000001,59.67181198720623,2025-02
PED-00162,2025-02-28,CLI-0391,Nordeste,Site,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-02
PED-00346,2025-02-28,CLI-0179,Centro-Oeste,Marketplace,Escritorio,Mochila,1,219.9,0.0,102.0,219.9,219.9,102.0,117.9,53.61527967257844,2025-02
PED-00538,2025-02-28,CLI-0198,Nordeste,Marketplace,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-02
PED-01032,2025-02-28,CLI-0138,Norte,Marketplace,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-02
PED-01115,2025-02-28,CLI-0364,Sul,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-02
PED-01461,2025-02-28,CLI-0011,Sudeste,Site,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-02
PED-00110,2025-03-01,CLI-0396,Centro-Oeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-03
PED-00390,2025-03-01,CLI-0117,Sudeste,Site,Escritorio,Cadeira,4,899.9,0.05,510.0,3599.6,3419.62,2040.0,1379.62,40.34424877617981,2025-03
PED-00487,2025-03-01,CLI-0214,Sudeste,Site,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-03
PED-00596,2025-03-01,CLI-0412,Sudeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-03
PED-00732,2025-03-01,CLI-0443,Sudeste,Site,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-03
PED-00737,2025-03-01,CLI-0003,Nordeste,Site,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-03
PED-00777,2025-03-01,CLI-0027,Nordeste,Site,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-03
PED-00816,2025-03-01,CLI-0037,Sul,Marketplace,Casa,Cafeteira,3,249.9,0.0,130.0,749.7,749.7,390.0,359.70000000000005,47.97919167667067,2025-03
PED-01486,2025-03-01,CLI-0355,Nordeste,Marketplace,Escritorio,Cadeira,1,899.9,0.05,510.0,899.9,854.905,510.0,344.905,40.34424877617981,2025-03
PED-00569,2025-03-02,CLI-0339,Nordeste,Loja fisica,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-03
PED-00586,2025-03-02,CLI-0383,Nordeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.1,25.0,69.9,62.910000000000004,25.0,37.910000000000004,60.260689874423775,2025-03
PED-00695,2025-03-02,CLI-0095,Nordeste,Loja fisica,Escritorio,Cadeira,2,899.9,0.1,510.0,1799.8,1619.82,1020.0,599.8199999999999,37.03004037485647,2025-03
PED-00894,2025-03-02,CLI-0197,Sudeste,Loja fisica,Eletronicos,Fone Bluetooth,5,149.9,0.1,72.0,749.5,674.5500000000001,360.0,314.55000000000007,46.6310873915944,2025-03
PED-01274,2025-03-02,CLI-0185,Sul,Loja fisica,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-03
PED-00404,2025-03-03,CLI-0047,Nordeste,Marketplace,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-03
PED-00513,2025-03-03,CLI-0477,Sul,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-03
PED-00531,2025-03-03,CLI-0194,Norte,Site,Eletronicos,Fone Bluetooth,5,149.9,0.05,72.0,749.5,712.025,360.0,352.025,49.4399775288789,2025-03
PED-00785,2025-03-03,CLI-0045,Sul,Site,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-03
PED-00806,2025-03-03,CLI-0141,Nordeste,Site,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-03
PED-01426,2025-03-03,CLI-0289,Centro-Oeste,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-03
PED-00146,2025-03-04,CLI-0435,Sul,Site,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-03
PED-00204,2025-03-04,CLI-0025,Nordeste,Marketplace,Esporte,Garrafa Termica,3,79.9,0.0,29.0,239.70000000000002,239.70000000000002,87.0,152.70000000000002,63.7046307884856,2025-03
PED-01369,2025-03-04,CLI-0432,Centro-Oeste,Marketplace,Esporte,Tapete Yoga,3,109.9,0.15,44.0,329.70000000000005,280.245,132.0,148.245,52.898356794947276,2025-03
PED-01328,2025-03-05,CLI-0359,Sudeste,Loja fisica,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-03
PED-01364,2025-03-05,CLI-0232,Nordeste,Site,Esporte,Garrafa Termica,5,79.9,0.0,29.0,399.5,399.5,145.0,254.5,63.7046307884856,2025-03
PED-00232,2025-03-06,CLI-0321,Nordeste,Marketplace,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-03
PED-01034,2025-03-06,CLI-0156,Sudeste,Site,Eletronicos,Fone Bluetooth,3,149.9,0.05,72.0,449.70000000000005,427.21500000000003,216.0,211.21500000000003,49.439977528878906,2025-03
PED-01292,2025-03-06,CLI-0381,Nordeste,Marketplace,Casa,Luminaria,5,89.9,0.0,39.0,449.5,449.5,195.0,254.5,56.61846496106785,2025-03
PED-01488,2025-03-06,CLI-0474,Sudeste,Marketplace,Casa,Luminaria,3,89.9,0.0,39.0,269.70000000000005,269.70000000000005,117.0,152.70000000000005,56.61846496106786,2025-03
PED-00517,2025-03-07,CLI-0054,Centro-Oeste,Marketplace,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-03
PED-00748,2025-03-07,CLI-0261,Nordeste,Loja fisica,Casa,Luminaria,3,89.9,0.05,39.0,269.70000000000005,256.21500000000003,117.0,139.21500000000003,54.33522627480827,2025-03
PED-00873,2025-03-07,CLI-0439,Sudeste,Marketplace,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-03
PED-00899,2025-03-07,CLI-0429,Centro-Oeste,Loja fisica,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-03
PED-01176,2025-03-07,CLI-0437,Nordeste,Site,Casa,Organizador,4,59.9,0.05,22.0,239.6,227.61999999999998,88.0,139.61999999999998,61.339073895088305,2025-03
PED-00401,2025-03-08,CLI-0122,Nordeste,Loja fisica,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-03
PED-00422,2025-03-08,CLI-0175,Sudeste,Loja fisica,Esporte,Garrafa Termica,1,79.9,0.05,29.0,79.9,75.905,29.0,46.905,61.7943481984059,2025-03
PED-00722,2025-03-08,CLI-0315,Sudeste,Marketplace,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-03
PED-00802,2025-03-08,CLI-0008,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-03
PED-01012,2025-03-08,CLI-0244,Nordeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-03
PED-01079,2025-03-08,CLI-0407,Nordeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-03
PED-01251,2025-03-08,CLI-0149,Norte,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-03
PED-01310,2025-03-08,CLI-0226,Centro-Oeste,Loja fisica,Esporte,Tapete Yoga,3,109.9,0.1,44.0,329.70000000000005,296.7300000000001,132.0,164.73000000000008,55.51511475078355,2025-03
PED-00039,2025-03-09,CLI-0478,Centro-Oeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-03
PED-00193,2025-03-09,CLI-0306,Centro-Oeste,Site,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-03
PED-00713,2025-03-09,CLI-0104,Norte,Marketplace,Esporte,Tapete Yoga,2,109.9,0.0,44.0,219.8,219.8,88.0,131.8,59.96360327570519,2025-03
PED-00840,2025-03-09,CLI-0243,Centro-Oeste,Site,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-03
PED-00871,2025-03-09,CLI-0473,Norte,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-03
PED-01468,2025-03-09,CLI-0465,Norte,Marketplace,Esporte,Tapete Yoga,2,109.9,0.1,44.0,219.8,197.82000000000002,88.0,109.82000000000002,55.515114750783546,2025-03
PED-00519,2025-03-10,CLI-0071,Centro-Oeste,Marketplace,Esporte,Tapete Yoga,5,109.9,0.0,44.0,549.5,549.5,220.0,329.5,59.96360327570519,2025-03
PED-00571,2025-03-10,CLI-0323,Sudeste,Loja fisica,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-03
PED-01155,2025-03-10,CLI-0102,Sudeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-03
PED-00281,2025-03-11,CLI-0393,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-03
PED-01219,2025-03-11,CLI-0246,Sudeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.1,118.0,459.8,413.82,236.0,177.82,42.97037359238316,2025-03
PED-00170,2025-03-12,CLI-0392,Nordeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.1,72.0,149.9,134.91,72.0,62.91,46.63108739159439,2025-03
PED-00197,2025-03-12,CLI-0447,Nordeste,Marketplace,Esporte,Garrafa Termica,3,79.9,0.1,29.0,239.70000000000002,215.73000000000002,87.0,128.73000000000002,59.67181198720623,2025-03
PED-00262,2025-03-12,CLI-0003,Sul,Loja fisica,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-03
PED-00667,2025-03-12,CLI-0136,Centro-Oeste,Marketplace,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-03
PED-01285,2025-03-12,CLI-0061,Sul,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-03
PED-01352,2025-03-12,CLI-0113,Norte,Marketplace,Escritorio,Cadeira,4,899.9,0.0,510.0,3599.6,3599.6,2040.0,1559.6,43.327036337370814,2025-03
PED-00001,2025-03-13,CLI-0378,Nordeste,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-03
PED-00407,2025-03-13,CLI-0063,Norte,Loja fisica,Casa,Cafeteira,1,249.9,0.1,130.0,249.9,224.91,130.0,94.91,42.19910186296741,2025-03
PED-00468,2025-03-13,CLI-0370,Norte,Marketplace,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-03
PED-00919,2025-03-13,CLI-0121,Nordeste,Marketplace,Eletronicos,Webcam HD,4,229.9,0.05,118.0,919.6,873.62,472.0,401.62,45.97193287699458,2025-03
PED-01099,2025-03-13,CLI-0079,Sul,Loja fisica,Escritorio,Mochila,1,219.9,0.05,102.0,219.9,208.905,102.0,106.905,51.17397860271416,2025-03
PED-01284,2025-03-13,CLI-0151,Sudeste,Loja fisica,Eletronicos,Fone Bluetooth,4,149.9,0.0,72.0,599.6,599.6,288.0,311.6,51.96797865243495,2025-03
PED-00103,2025-03-14,CLI-0037,Norte,Marketplace,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-03
PED-00423,2025-03-14,CLI-0397,Nordeste,Marketplace,Escritorio,Cadeira,1,899.9,0.05,510.0,899.9,854.905,510.0,344.905,40.34424877617981,2025-03
PED-00012,2025-03-15,CLI-0136,Nordeste,Marketplace,Esporte,Tapete Yoga,3,109.9,0.05,44.0,329.70000000000005,313.21500000000003,132.0,181.21500000000003,57.85642450074231,2025-03
PED-00574,2025-03-15,CLI-0407,Sudeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-03
PED-01018,2025-03-15,CLI-0073,Sudeste,Site,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-03
PED-01268,2025-03-15,CLI-0322,Sudeste,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-03
PED-00149,2025-03-16,CLI-0067,Sudeste,Marketplace,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-03
PED-00325,2025-03-16,CLI-0033,Nordeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-03
PED-00694,2025-03-16,CLI-0336,Sul,Loja fisica,Casa,Luminaria,5,89.9,0.15,39.0,449.5,382.075,195.0,187.075,48.962899954197475,2025-03
PED-01068,2025-03-16,CLI-0030,Nordeste,Loja fisica,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-03
PED-00177,2025-03-17,CLI-0121,Nordeste,Site,Escritorio,Suporte Notebook,2,119.9,0.1,48.0,239.8,215.82000000000002,96.0,119.82000000000002,55.51848762857937,2025-03
PED-01067,2025-03-17,CLI-0241,Nordeste,Site,Escritorio,Mochila,3,219.9,0.05,102.0,659.7,626.715,306.0,320.71500000000003,51.17397860271416,2025-03
